"Label","001BLA","001BLU","001BRO","001GRA","001GRE","001NON","001ORA","001PIN","001PUR","001RED","001WHI","001YEL","002BLA","002BLU","002BRO","002GRA","002GRE","002NON","002ORA","002PIN","002PUR","002RED","002WHI","002x","002X","002YEL","003BLA","003BLU","003BRO","003GRA","003GRE","003NON","003ORA","003PIN","003PUR","003RED","003WHI","003YEL","1Stars","2Bands","2Color","2Stars","3+Star","3Bands","3Color","4+Band","4Color","5+Color","7celtic","Animal","arabic","Artifact","balkan","Bloemfontein","BLU","bnd_001WHI","bnd_002BLU","bnd_003WHI","bnd_BLA","bnd_BLU","bnd_BLUE","bnd_BRO","bnd_BRORA","bnd_E YEL","bnd_GR","bnd_GRA","bnd_GRE","bnd_GREEN","bnd_NON","bnd_ORA","bnd_PIN","bnd_PUR","bnd_PURED","bnd_RED","bnd_RED YEL","bnd_WHI","bnd_WHIÇ","bnd_WHITE","bnd_X","bnd_YEL","bnd_YELLOW","bolivarian","Border","bricss","Builds","calendar","Canton","Center","Center,hascoa,Quartr","centered_items","Checkd","chines","chopGB","Circle","cl_BLA","cl_BLU","cl_BRO","cl_GRA","cl_GRA; BLA","cl_GRE","cl_ORA","cl_PIN","cl_PUR","cl_RED","cl_WHI","cl_YEL","Crosse","Crown","Crowns","cur_dollar","cur_Dollar","cur_EUR","dgband","dutchs","Egually","englis","eunion","femalepm","Fleurss","french","geo_CapiBeach","Geogrh","german","hascoa","HasSta","HasSun","HasSun,","Horizo","Humans","island","IsMoon","italia","kokomo","landlo","locate_MI","md_acreed123","md_deno_e","md_deno_i","md_deno_n","md_deno_vw","md_egal","md_egl","md_eqtor","md_insblack","md_insblue","md_insgreen","md_insred","md_inswhite","md_insyellow","md_lien","md_lightbl","md_lio","md_lion","md_LOTRNation","md_slavi","md_stun_bla","md_stun_blu","md_stun_gre","md_stun_red","md_stun_whi","md_stun_yel","md_tekken7","md_Trblac","md_Trbluu","md_Trredd","md_Trwht","mercosr","monarchy","myrBLA","myrBLU","myrBRO","myrEQ","myrGRA","myrGRA, BLA","myrGRE","myrORA","myrPIN","myrPUR","myrRED","myrWHI","myrYEL","nn_berr","nn_buddha","nn_eaxorth","nn_mikro","nn_mikro,","nn_slavi","NoBand","noeuni","nolrgcrs","Nordic","NoStar","notlargecrs","ntBLYE","ntGRRE","ntGRYE","ntWHRE","ntWHYE","OnlyBa","orinoc","Plants","pol_2025Gaz","pol_3lan","pol_buddha","pol_chess","pol_CopaAM","pol_deat","pol_failed","pol_jwsh","pol_Nuclear","pol_poblo","pol_pope","pol_rgby","pol_samesx","pol_tours","pol_txhaven","pol_wcwin","portug","Quartr","Radial","rg2_AF_East","rg2_AF_Mid","rg2_AF_North","rg2_AF_South","rg2_AF_West","rg2_AM_Central","rg2_AM_North","rg2_AM_South","rg2_AS_Central","rg2_AS_East","rg2_AS_SouthEast","rg2_As_SouthOnly","rg2_AS_West","rg2_EU_East","rg2_EU_North","rg2_EU_South","rg2_EU_West","rg2_Na_Caribbean","rg2_OC_AUNZ","rg2_OC_Melanesia","rg2_OC_Micronesia","rg2_Oc_Polynesia","rg3_austrohungary","rg3_romanempire","Rotate","Ships","Ships!","southc","soviet","spanis","staBLA","staBLU","staBRO","staGRA","staGRE","staORA","staPIN","staPUR","staRED","staWHI","staYEL","terr_all","terr_brit","terr_fren","terr_neth","terr_us","Texted","top10_airlines","top10_ping","top10_reindeer","top30_camel","top30_oil","Trside","unjack","Vertic","Weapon","WHI","won_egl","won_lio","won_lioEgually","Zigzaw"
"bnd_GRE",68,332,9,9,583,14,22,8,6,198,163,138,29,74,9,7,220,242,14,3,4,111,388,1,0,192,47,163,13,8,806,17,13,9,46,180,125,123,174,359,150,25,192,819,419,414,388,635,2,344,64,18,34,1,0,0,0,0,178,638,0,39,0,0,0,33,1592,0,15,95,26,65,1,545,0,811,0,0,0,550,0,255,10,176,192,103,145,566,0,0,6,3,315,375,734,861,238,215,0,1591,203,49,94,845,1199,989,174,0,85,0,202,285,179,160,178,355,366,198,19,166,34,255,99,227,391,159,0,1148,125,14,64,29,1,18,6,4,11,5,45,19,1,4,4,10,4,0,5,10,13,12,12,1,0,2,85,2,6,7,9,6,4,4,3,2,6,2,247,270,20,129,4,719,9,0,363,6,3,3,91,146,99,56,23,192,12,0,262,0,237,7,13,1201,1,5,28,13,6,14,416,3,412,10,10,0,3,1,15,6,1,2,5,5,1,4,3,3,1,68,0,36,85,19,11,26,40,91,87,334,11,11,22,37,47,256,104,51,172,57,11,24,12,4,2,137,49,0,38,9,245,417,55,17,3,4,8,5,0,0,56,184,130,59,0,13,2,40,286,1,1,0,18,10,132,2,386,170,0,151,220,0,175
"bnd_GREEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,3,0,0,3,3,0,1,2,0,0,4,0,0,0,0,1,2,2,3,1,1,0,5,1,0,0,2,4,5,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,0,2
"bnd_NON",1,13,0,0,7,1,2,0,2,13,10,4,0,0,0,0,0,52,0,0,0,0,1,0,0,0,1,6,0,1,8,3,2,0,1,11,13,7,7,52,12,1,3,1,13,0,12,16,0,16,1,0,2,0,0,0,0,0,2,19,0,0,0,0,0,1,15,0,53,4,0,3,0,24,0,24,0,0,0,11,0,2,0,7,4,5,3,21,0,0,0,0,12,9,31,29,8,6,0,19,8,1,3,29,43,27,0,0,3,0,10,17,3,0,0,11,20,9,1,6,0,3,11,16,11,5,0,41,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,0,24,0,0,5,1,0,0,9,5,2,8,4,8,0,0,13,0,13,0,0,42,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,8,2,0,0,5,0,1,12,2,4,13,1,0,0,0,0,0,9,0,0,0,0,9,4,1,0,0,1,0,0,0,0,2,8,1,1,0,1,0,0,9,0,0,0,0,0,5,0,9,5,0,6,11,0,2
"bnd_ORA",9,29,1,0,16,4,59,2,3,36,5,7,4,8,3,1,14,32,22,0,0,3,46,0,0,7,5,33,0,2,30,5,44,2,36,3,7,4,13,28,10,4,16,74,38,73,33,94,1,41,4,4,2,0,0,0,0,0,24,107,1,7,0,0,0,4,95,0,4,175,7,46,1,62,0,72,0,1,0,60,1,21,3,17,26,10,12,66,0,0,1,0,48,62,83,127,34,20,0,108,174,14,50,83,134,93,15,0,5,0,38,19,18,13,13,64,17,14,1,6,2,35,5,27,33,24,0,127,25,2,2,2,0,3,1,0,2,0,4,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,14,16,2,33,0,76,1,0,9,26,1,1,6,13,7,10,5,10,2,1,10,0,22,0,1,142,0,0,0,0,0,1,49,0,49,2,1,0,2,0,1,1,0,1,1,0,0,1,0,1,0,0,0,8,6,0,0,8,5,7,24,23,0,0,3,6,9,10,10,2,9,3,0,1,8,0,0,6,5,0,5,2,17,33,3,3,0,1,0,2,0,2,1,23,1,4,0,0,0,4,59,0,0,0,2,1,20,0,46,15,0,24,22,0,13
"bnd_PIN",3,15,0,3,9,3,1,29,2,2,3,2,0,3,0,1,6,17,0,9,4,0,21,0,0,6,4,16,0,3,6,3,0,26,8,0,0,6,4,9,5,0,0,26,27,37,11,29,0,8,0,1,0,0,0,0,0,0,8,40,0,1,0,0,0,11,26,0,0,7,72,21,0,6,0,31,0,0,0,21,0,2,0,6,6,1,7,17,0,0,0,0,3,9,24,45,6,14,0,30,9,68,21,12,42,37,9,0,2,0,3,0,4,0,0,3,0,18,0,1,0,7,0,6,4,4,0,60,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,0,37,3,0,5,0,16,1,0,1,2,0,0,22,0,0,23,0,22,0,0,68,0,0,0,0,0,0,36,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,1,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,23,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,10,0,0,0,0,0,5,0,13,9,0,5,4,0,3
"bnd_PUR",5,15,0,1,14,3,3,11,29,28,7,11,0,2,0,1,10,42,0,4,17,5,19,0,0,11,4,12,1,4,8,4,2,6,69,1,9,7,10,25,14,1,5,36,27,72,19,73,0,17,0,3,3,0,0,0,0,0,16,64,0,5,0,0,0,13,65,0,3,46,21,133,0,54,0,48,0,0,0,62,0,17,2,4,21,3,10,34,0,0,1,0,13,24,53,77,21,24,0,79,49,27,132,64,86,82,15,0,6,0,17,19,6,6,10,23,19,11,1,6,0,19,4,14,16,13,0,106,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,18,2,18,1,67,1,0,8,1,3,12,2,10,8,3,3,5,0,0,7,0,14,2,1,117,0,0,0,0,0,0,61,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,1,3,9,18,0,0,3,0,5,6,7,8,7,5,0,0,1,0,0,13,9,0,3,0,10,31,1,0,1,0,0,1,0,1,1,10,2,5,0,0,0,5,27,0,0,0,0,0,10,0,39,11,0,9,10,0,10
"bnd_PURED",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bnd_RED",86,361,0,5,167,71,3,1,7,970,305,237,40,135,2,7,79,424,4,1,4,385,504,0,0,259,78,289,2,5,230,76,9,1,35,997,261,227,228,625,349,31,234,1059,623,666,553,825,0,639,70,33,91,1,0,0,0,0,257,877,1,7,0,0,0,20,545,2,24,62,6,54,0,2350,0,1248,0,1,0,778,3,166,24,194,301,117,239,866,0,0,24,6,379,532,1159,1243,251,246,0,880,170,40,86,2350,1817,1497,452,1,265,1,264,659,237,340,239,426,959,224,112,361,49,227,328,444,493,170,0,1655,207,30,85,71,2,30,15,8,15,11,75,30,0,12,8,23,6,11,0,19,33,16,16,7,0,3,159,3,14,5,11,9,3,15,3,4,2,4,186,575,29,189,1,880,2,0,91,2,0,2,589,370,195,188,36,277,22,1,550,0,399,7,36,1857,1,19,34,21,14,26,619,12,483,20,14,1,10,5,21,10,6,5,7,12,5,24,11,8,6,48,16,40,61,23,13,17,30,66,147,245,17,12,52,37,71,523,123,178,500,62,15,26,13,26,11,416,144,0,73,8,280,349,82,30,2,11,11,7,0,1,85,223,175,81,7,22,11,25,359,4,5,6,18,20,151,10,759,249,0,348,377,1,255
"bnd_RED YEL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"bnd_WHI",91,644,5,9,314,71,34,9,13,557,685,136,34,184,6,4,97,429,5,1,7,186,1097,0,1,79,88,597,10,15,425,73,15,14,20,557,609,142,224,662,445,31,259,1235,773,835,626,888,6,718,83,26,97,1,1,0,0,0,273,1310,0,24,0,0,0,35,811,0,24,72,31,48,0,1248,1,2732,0,0,1,443,0,159,19,228,350,110,267,1001,0,0,33,4,539,602,1275,1705,306,301,1,1186,216,72,85,1785,2731,1360,502,0,268,1,414,799,277,392,247,623,1065,281,102,378,45,342,335,485,514,201,0,1937,220,27,70,92,1,18,18,10,10,11,61,24,0,9,3,17,4,9,10,0,24,14,20,3,0,4,186,0,12,3,7,11,0,12,2,5,5,2,231,656,36,458,4,907,8,0,239,8,8,4,398,584,78,224,20,285,23,0,565,0,424,12,57,2218,0,15,22,14,4,19,720,8,579,22,8,0,11,5,27,7,8,8,8,12,4,23,9,6,6,74,19,39,76,12,15,30,27,106,266,293,16,14,39,22,76,521,211,171,560,69,21,17,21,31,9,419,174,0,85,14,337,411,85,55,0,9,17,5,0,2,86,216,173,85,8,24,10,35,468,4,3,5,14,19,181,16,835,250,1,349,439,0,417
"bnd_WHIÇ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"bnd_WHITE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,8,0,0,2,2,0,3,1,0,0,6,0,0,0,0,2,2,3,6,0,0,0,5,1,0,1,2,7,5,3,0,0,0,2,1,1,0,1,2,1,0,0,3,0,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,2,0,0,0,1,3,0,0,0,3,0,0,3,0,3,0,0,7,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,2,0,5
"bnd_X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"bnd_YEL",74,398,5,4,191,36,7,7,8,269,116,560,48,127,4,4,73,340,4,4,3,146,131,0,0,514,56,297,12,3,246,42,4,4,42,318,82,567,130,428,320,22,146,812,451,509,401,577,0,461,23,30,50,0,0,0,0,0,214,838,0,27,0,0,0,16,550,0,11,60,21,62,1,778,0,443,0,0,0,1749,0,170,12,104,208,55,143,583,0,0,24,3,225,344,851,1035,216,181,0,749,128,43,97,1074,972,1747,275,1,170,0,192,513,186,310,197,293,744,203,79,265,26,189,235,332,298,103,0,1193,122,18,44,44,3,13,3,3,9,1,39,12,1,7,7,11,1,3,6,14,0,8,11,4,0,0,112,1,8,3,7,2,4,5,3,0,2,1,157,494,26,237,4,702,4,0,115,3,4,3,172,80,399,116,27,218,17,0,432,0,290,8,38,1451,1,2,15,6,4,16,552,3,380,2,9,0,1,2,2,4,1,0,1,2,0,8,2,3,2,41,8,30,39,16,4,9,22,66,86,219,3,11,28,11,21,428,93,101,401,61,12,14,7,4,3,304,111,0,52,9,205,318,69,25,2,7,7,3,1,0,31,122,118,57,0,6,5,40,255,0,2,2,3,3,115,0,538,153,0,236,284,1,195
"bnd_YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,2,0,0,5,2,0,3,1,0,0,3,0,0,0,0,0,2,3,3,1,1,0,4,2,0,1,3,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,3,0,0,3,0,3,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,3
"bolivarian",5,109,2,1,97,1,2,0,3,65,31,69,7,45,4,3,46,65,6,0,2,30,81,0,0,54,12,76,6,2,127,0,6,1,12,76,29,37,31,98,58,15,109,240,86,54,78,242,0,127,0,42,0,0,0,0,0,0,30,224,0,13,0,0,0,6,255,3,2,21,2,17,1,166,0,159,0,2,0,170,2,466,6,0,98,0,52,203,0,0,3,0,0,129,240,333,153,112,0,386,101,31,42,300,355,362,35,0,23,0,30,0,45,0,132,0,0,0,5,0,2,137,0,126,155,121,0,301,98,0,7,0,0,1,0,0,0,0,6,0,0,1,2,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,292,0,6,68,0,194,2,0,66,3,0,3,33,38,53,0,0,0,0,0,0,74,0,0,3,311,0,0,2,1,2,2,101,3,174,0,2,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,3,16,0,0,0,0,0,18,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,466,30,8,1,5,2,3,0,0,12,79,54,0,0,0,0,0,139,0,0,0,0,3,44,0,59,65,0,60,87,0,25
"Border",2,5,0,1,2,6,1,0,1,5,7,4,2,2,0,0,1,6,0,0,1,2,7,0,0,5,1,3,0,1,5,5,1,0,1,7,5,5,25,14,41,4,22,11,61,13,63,116,0,90,7,1,17,0,0,0,0,0,5,15,0,1,0,0,0,1,10,0,0,3,0,2,0,24,0,19,0,0,0,12,0,6,283,29,52,49,9,171,0,0,6,2,86,117,155,184,47,46,0,108,27,9,18,202,223,205,70,0,31,0,67,68,5,10,0,86,75,43,21,35,5,64,9,55,51,34,0,25,49,5,18,9,0,1,0,0,0,1,6,1,0,1,1,1,2,6,3,4,3,0,2,1,1,0,22,0,0,0,1,1,0,0,0,1,1,0,7,48,6,51,1,39,3,0,13,3,1,4,56,90,16,18,20,37,3,0,36,245,44,0,2,232,0,1,3,2,2,1,0,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,14,4,0,1,2,4,5,48,12,3,7,9,38,6,34,18,35,28,8,3,2,4,0,1,56,20,0,9,3,37,25,8,10,3,1,1,1,0,0,3,25,19,6,0,0,1,4,122,0,0,0,0,0,16,2,15,50,0,36,72,0,45
"bricss",9,93,1,1,67,2,7,1,0,73,58,19,4,28,1,1,24,37,4,3,1,23,92,0,0,35,21,62,3,1,78,2,3,2,1,91,35,32,109,102,84,12,54,178,140,100,141,247,0,169,42,4,0,1,0,0,0,0,46,198,4,5,0,0,0,5,176,1,7,17,6,4,0,194,0,228,0,3,0,104,3,0,29,619,106,147,63,328,0,0,5,17,103,219,310,417,88,99,0,355,74,16,20,398,498,390,109,0,81,0,1,0,55,37,10,61,0,0,4,0,3,79,0,99,175,65,0,273,49,1,22,0,0,1,4,1,1,1,8,2,0,1,2,0,3,0,0,1,3,1,0,0,0,0,124,0,2,0,1,0,0,4,1,0,0,0,135,9,7,109,2,101,4,0,90,8,1,1,113,140,43,0,0,276,0,0,276,239,276,1,7,444,0,1,3,0,1,1,67,1,191,4,2,0,3,1,6,0,1,3,7,0,1,2,0,1,1,136,3,22,25,0,33,37,0,0,0,135,0,17,24,63,9,276,0,0,0,0,0,0,0,0,1,0,19,0,21,8,276,0,25,18,2,6,6,1,0,2,43,63,66,1,0,0,0,0,190,2,1,1,6,8,52,5,101,101,0,69,116,0,88
"Builds",23,200,4,3,65,5,8,0,7,126,95,71,11,57,1,6,30,85,5,1,2,48,159,1,1,66,16,155,4,6,98,5,9,4,10,143,72,83,103,209,103,44,134,312,154,127,191,809,0,497,75,27,122,0,1,0,0,0,60,350,0,11,0,0,0,16,192,2,4,26,6,21,0,301,0,350,0,1,1,208,1,98,52,106,1258,134,89,870,1,1,18,2,294,566,949,973,376,384,1,721,228,61,100,878,1132,964,301,0,240,0,211,274,68,53,37,303,341,158,52,75,5,461,65,483,281,169,0,429,237,3,51,46,0,4,1,1,2,0,6,2,0,2,0,8,1,3,1,4,8,0,2,1,0,0,97,0,0,0,0,0,0,1,0,0,0,1,126,247,17,300,4,192,10,1,114,13,8,17,163,332,87,82,37,176,1,0,248,610,239,4,13,977,0,5,2,2,3,5,2,1,601,1,0,1,0,0,1,0,0,0,0,2,0,2,2,0,1,57,16,49,18,4,31,2,8,43,158,168,12,21,67,49,58,203,57,194,102,41,4,2,9,3,0,223,2,0,108,2,146,258,92,28,3,8,4,6,0,1,29,109,121,39,4,5,3,24,683,0,0,1,2,0,44,10,210,215,1,248,329,0,226
"calendar",15,31,2,1,35,2,5,0,2,50,28,19,4,13,1,0,14,26,3,0,1,13,57,1,0,21,20,32,2,1,47,3,3,1,1,53,17,10,122,55,476,15,31,109,232,33,150,173,0,174,240,0,0,0,0,0,0,0,42,72,0,4,1,0,0,1,103,0,5,10,1,3,0,117,0,110,0,0,0,55,0,0,49,147,134,1046,33,849,0,0,3,34,267,666,221,518,91,62,0,529,114,19,82,436,908,325,51,0,20,0,18,0,17,0,12,42,0,0,2,0,14,207,0,300,168,101,0,149,52,4,78,0,0,6,6,1,5,14,16,19,0,1,1,4,3,3,6,9,4,1,2,2,0,0,0,1,2,4,5,3,1,6,1,1,2,0,0,660,6,209,7,101,2,0,162,12,2,53,124,339,29,0,623,0,3,0,0,849,0,0,0,878,0,1,6,0,2,1,33,2,248,12,1,0,2,0,25,6,1,5,7,3,0,2,3,1,1,1,0,18,41,0,76,0,3,0,0,0,0,607,59,115,145,0,0,0,0,0,0,0,0,0,1,0,72,0,24,0,0,0,12,18,2,2,18,2,0,4,28,94,29,1,0,0,0,0,701,5,5,2,21,12,38,8,43,66,0,113,68,0,98
"Canton",14,116,0,1,49,25,1,1,3,102,80,40,10,46,1,0,21,112,4,1,4,52,78,0,1,37,19,84,4,1,78,25,3,4,6,119,42,46,128,155,84,14,140,148,198,171,162,342,1,246,16,14,27,0,0,0,0,0,52,239,0,6,0,0,0,2,145,0,3,12,7,10,0,239,0,267,0,0,1,143,0,52,9,63,89,33,786,9,0,0,7,12,216,205,398,595,124,101,0,348,84,29,30,633,667,529,305,0,66,0,209,151,45,108,44,312,172,80,34,107,31,120,42,166,282,70,0,381,78,26,36,8,4,3,3,3,6,1,23,8,0,3,1,13,0,9,1,6,19,5,15,8,0,3,39,0,18,1,4,1,1,4,0,0,0,0,70,288,15,238,2,74,1,0,61,7,5,5,197,123,58,18,18,108,11,0,115,312,156,1,27,504,0,12,10,10,2,19,0,2,210,3,3,1,3,2,6,2,2,2,2,2,3,10,3,8,2,17,26,10,22,10,2,6,29,10,68,82,17,9,21,12,36,99,50,37,115,51,28,21,13,29,2,82,0,0,48,24,112,89,39,8,0,3,7,1,1,2,60,145,102,71,27,11,7,9,163,3,2,2,3,4,14,154,124,105,0,107,175,0,95
